frame.time_relative,ip.src,ip.dst,tcp.srcport,tcp.dstport,tcp.flags,frame.len,label
3.121768,10.0.0.3,10.0.0.1,25012,80,0x0002,54,1
2.299178,10.0.0.3,10.0.0.1,4877,80,0x0002,54,1
2.999442,10.0.0.2,10.0.0.1,38868,80,0x0011,66,0
3.601885,10.0.0.1,10.0.0.3,80,36842,0x0014,54,1
7.657695,10.0.0.2,10.0.0.1,60646,80,0x0010,66,0
5.32553,10.0.0.3,10.0.0.1,24490,80,0x0002,54,1
0.417112,10.0.0.3,10.0.0.1,14044,80,0x0002,54,1
1.883118,10.0.0.3,10.0.0.1,60353,80,0x0002,54,1
1.086724,10.0.0.2,10.0.0.1,38306,80,0x0010,66,0
16.215042,10.0.0.2,10.0.0.1,51782,80,0x0002,74,0
16.649846,10.0.0.1,10.0.0.2,80,51902,0x0010,66,0
5.491139,10.0.0.1,10.0.0.2,80,60100,0x0019,192,0
0.74217,10.0.0.1,10.0.0.3,80,23481,0x0014,54,1
2.755059,10.0.0.3,10.0.0.1,16191,80,0x0002,54,1
11.939349,10.0.0.1,10.0.0.2,80,33466,0x0010,66,0
5.041555,10.0.0.3,10.0.0.1,14058,80,0x0002,54,1
8.442559,10.0.0.1,10.0.0.2,80,60892,0x0010,66,0
13.705354,10.0.0.2,10.0.0.1,33940,80,0x0010,66,0
14.275155,10.0.0.2,10.0.0.1,34090,80,0x0002,74,0
0.710147,10.0.0.1,10.0.0.2,80,38214,0x0010,66,0
1.693866,10.0.0.1,10.0.0.3,80,54277,0x0014,54,1
2.740536,10.0.0.1,10.0.0.3,80,15823,0x0014,54,1
4.977353,10.0.0.3,10.0.0.1,11679,80,0x0002,54,1
1.838286,10.0.0.1,10.0.0.3,80,58787,0x0014,54,1
1.011125,10.0.0.1,10.0.0.3,80,32819,0x0014,54,1
5.324273,10.0.0.3,10.0.0.1,24436,80,0x0002,54,1
12.029372,10.0.0.1,10.0.0.2,80,33504,0x0018,1640,0
2.550805,10.0.0.1,10.0.0.3,80,10936,0x0014,54,1
12.657029,10.0.0.2,10.0.0.1,33652,80,0x0010,66,0
3.371394,10.0.0.1,10.0.0.3,80,30946,0x0014,54,1
2.384164,10.0.0.3,10.0.0.1,7147,80,0x0002,54,1
2.791701,10.0.0.1,10.0.0.3,80,17178,0x0014,54,1
0.738753,10.0.0.1,10.0.0.3,80,23335,0x0014,54,1
3.670715,10.0.0.1,10.0.0.2,80,39044,0x0011,66,0
12.652677,10.0.0.1,10.0.0.2,80,33652,0x0010,66,0
3.717369,10.0.0.3,10.0.0.1,41285,80,0x0002,54,1
1.340414,10.0.0.1,10.0.0.3,80,43865,0x0014,54,1
4.167273,10.0.0.1,10.0.0.3,80,53651,0x0014,54,1
0.692759,10.0.0.1,10.0.0.3,80,21495,0x0014,54,1
1.502576,10.0.0.1,10.0.0.3,80,49653,0x0014,54,1
8.440747,10.0.0.2,10.0.0.1,60892,80,0x0018,138,0
4.936738,10.0.0.2,10.0.0.1,39342,80,0x0002,74,0
3.319205,10.0.0.3,10.0.0.1,29692,80,0x0002,54,1
2.654683,10.0.0.1,10.0.0.2,80,38770,0x0011,66,0
0.45288,10.0.0.1,10.0.0.3,80,15050,0x0014,54,1
6.791026,10.0.0.1,10.0.0.2,80,60408,0x0010,1514,0
10.196145,10.0.0.2,10.0.0.1,33024,80,0x0018,138,0
17.139416,10.0.0.2,10.0.0.1,52024,80,0x0002,74,0
0.962612,10.0.0.2,10.0.0.1,38256,80,0x0010,66,0
1.721113,10.0.0.3,10.0.0.1,55000,80,0x0002,54,1
12.352896,10.0.0.2,10.0.0.1,33586,80,0x0010,66,0
1.732593,10.0.0.3,10.0.0.1,55332,80,0x0002,54,1
0.087972,10.0.0.2,10.0.0.1,38074,80,0x0018,138,0
1.371917,10.0.0.1,10.0.0.3,80,45121,0x0014,54,1
4.920918,10.0.0.1,10.0.0.3,80,9567,0x0014,54,1
11.509693,10.0.0.2,10.0.0.1,33360,80,0x0010,66,0
5.020099,10.0.0.3,10.0.0.1,13288,80,0x0002,54,1
9.687314,10.0.0.1,10.0.0.2,80,32916,0x0018,223,0
0.887758,10.0.0.1,10.0.0.3,80,28371,0x0014,54,1
2.339823,10.0.0.1,10.0.0.3,80,5912,0x0014,54,1
7.621558,10.0.0.2,10.0.0.1,60634,80,0x0002,74,0
2.501478,10.0.0.1,10.0.0.3,80,9772,0x0014,54,1
0.792003,10.0.0.1,10.0.0.3,80,24830,0x0014,54,1
1.928552,10.0.0.3,10.0.0.1,61598,80,0x0002,54,1
3.998628,10.0.0.2,10.0.0.1,39102,80,0x0011,66,0
3.866708,10.0.0.1,10.0.0.3,80,46935,0x0014,54,1
3.766752,10.0.0.3,10.0.0.1,43192,80,0x0002,54,1
5.190583,10.0.0.3,10.0.0.1,19202,80,0x0002,54,1
16.288117,10.0.0.1,10.0.0.2,80,51810,0x0018,1640,0
0.383272,10.0.0.3,10.0.0.1,13099,80,0x0002,54,1
15.482169,10.0.0.1,10.0.0.2,80,51638,0x0012,74,0
2.106028,10.0.0.2,10.0.0.1,38586,80,0x0010,66,0
2.743447,10.0.0.3,10.0.0.1,15888,80,0x0002,54,1
14.1376,10.0.0.2,10.0.0.1,34074,80,0x0018,138,0
15.938291,10.0.0.2,10.0.0.1,51728,80,0x0010,66,0
9.361628,10.0.0.1,10.0.0.2,80,32852,0x0010,66,0
5.240595,10.0.0.3,10.0.0.1,21044,80,0x0002,54,1
8.778485,10.0.0.2,10.0.0.1,60966,80,0x0018,138,0
14.522762,10.0.0.2,10.0.0.1,34154,80,0x0010,66,0
5.528605,10.0.0.1,10.0.0.2,80,60114,0x0018,1640,0
2.374391,10.0.0.1,10.0.0.3,80,6846,0x0014,54,1
2.689709,10.0.0.3,10.0.0.1,14433,80,0x0002,54,1
5.712267,10.0.0.1,10.0.0.2,80,60164,0x0018,223,0
9.842815,10.0.0.1,10.0.0.2,80,32948,0x0018,223,0
10.606712,10.0.0.1,10.0.0.2,80,33128,0x0018,223,0
11.231716,10.0.0.2,10.0.0.1,33290,80,0x0002,74,0
1.534793,10.0.0.1,10.0.0.2,80,38424,0x0010,66,0
3.39298,10.0.0.1,10.0.0.2,80,38976,0x0010,1514,0
4.022641,10.0.0.2,10.0.0.1,39110,80,0x0010,66,0
14.835727,10.0.0.2,10.0.0.1,34228,80,0x0010,66,0
0.774357,10.0.0.1,10.0.0.3,80,24334,0x0014,54,1
1.394841,10.0.0.3,10.0.0.1,46025,80,0x0002,54,1
1.969935,10.0.0.2,10.0.0.1,38540,80,0x0010,66,0
14.071175,10.0.0.2,10.0.0.1,34052,80,0x0011,66,0
6.213445,10.0.0.2,10.0.0.1,60310,80,0x0011,66,0
4.345098,10.0.0.1,10.0.0.3,80,58240,0x0014,54,1
16.649147,10.0.0.1,10.0.0.2,80,51902,0x0019,192,0
5.181762,10.0.0.1,10.0.0.2,80,39394,0x0011,66,0
1.344412,10.0.0.3,10.0.0.1,44029,80,0x0002,54,1
12.429124,10.0.0.2,10.0.0.1,33600,80,0x0010,66,0
3.528304,10.0.0.1,10.0.0.3,80,34840,0x0014,54,1
17.024023,10.0.0.1,10.0.0.2,80,52004,0x0012,74,0
4.290603,10.0.0.1,10.0.0.2,80,39188,0x0018,1640,0
8.442542,10.0.0.2,10.0.0.1,60892,80,0x0011,66,0
4.935382,10.0.0.3,10.0.0.1,10105,80,0x0002,54,1
2.118009,10.0.0.1,10.0.0.2,80,38586,0x0018,223,0
13.481018,10.0.0.1,10.0.0.2,80,33854,0x0010,66,0
13.413275,10.0.0.1,10.0.0.2,80,33844,0x0010,66,0
4.935694,10.0.0.1,10.0.0.3,80,10118,0x0014,54,1
1.927506,10.0.0.3,10.0.0.1,61566,80,0x0002,54,1
3.993913,10.0.0.1,10.0.0.2,80,39102,0x0018,223,0
11.771097,10.0.0.1,10.0.0.2,80,33414,0x0010,66,0
5.342775,10.0.0.3,10.0.0.1,25154,80,0x0002,54,1
7.75823,10.0.0.1,10.0.0.2,80,60682,0x0010,66,0
0.505421,10.0.0.3,10.0.0.1,16204,80,0x0002,54,1
1.174231,10.0.0.3,10.0.0.1,38124,80,0x0002,54,1
2.620685,10.0.0.1,10.0.0.3,80,12756,0x0014,54,1
5.330744,10.0.0.1,10.0.0.3,80,24643,0x0014,54,1
2.709612,10.0.0.3,10.0.0.1,14955,80,0x0002,54,1
6.791623,10.0.0.1,10.0.0.2,80,60408,0x0010,66,0
14.183,10.0.0.2,10.0.0.1,34076,80,0x0018,138,0
8.613702,10.0.0.2,10.0.0.1,60922,80,0x0010,66,0
16.587611,10.0.0.2,10.0.0.1,51890,80,0x0011,66,0
3.61705,10.0.0.3,10.0.0.1,37401,80,0x0002,54,1
3.831273,10.0.0.1,10.0.0.3,80,45648,0x0014,54,1
4.158378,10.0.0.3,10.0.0.1,53456,80,0x0002,54,1
5.816223,10.0.0.1,10.0.0.2,80,60194,0x0011,66,0
11.437731,10.0.0.2,10.0.0.1,33344,80,0x0018,138,0
13.45142,10.0.0.1,10.0.0.2,80,33848,0x0010,66,0
2.240846,10.0.0.1,10.0.0.3,80,3259,0x0014,54,1
3.80708,10.0.0.3,10.0.0.1,44758,80,0x0002,54,1
0.849323,10.0.0.3,10.0.0.1,27060,80,0x0002,54,1
1.474514,10.0.0.3,10.0.0.1,49150,80,0x0002,54,1
0.498787,10.0.0.1,10.0.0.3,80,16093,0x0014,54,1
14.215539,10.0.0.1,10.0.0.2,80,34084,0x0010,66,0
6.760841,10.0.0.2,10.0.0.1,60406,80,0x0010,66,0
2.055086,10.0.0.3,10.0.0.1,64431,80,0x0002,54,1
2.647623,10.0.0.3,10.0.0.1,13332,80,0x0002,54,1
13.298347,10.0.0.2,10.0.0.1,33816,80,0x0010,66,0
15.146445,10.0.0.2,10.0.0.1,34320,80,0x0010,66,0
0.860832,10.0.0.3,10.0.0.1,27413,80,0x0002,54,1
2.915222,10.0.0.2,10.0.0.1,38828,80,0x0010,66,0
12.313547,10.0.0.2,10.0.0.1,33570,80,0x0002,74,0
15.516704,10.0.0.2,10.0.0.1,51642,80,0x0010,66,0
4.756259,10.0.0.1,10.0.0.3,80,3335,0x0014,54,1
1.391812,10.0.0.3,10.0.0.1,45901,80,0x0002,54,1
5.238965,10.0.0.2,10.0.0.1,60046,80,0x0010,66,0
9.451199,10.0.0.2,10.0.0.1,32858,80,0x0011,66,0
0.481721,10.0.0.3,10.0.0.1,15777,80,0x0002,54,1
1.581544,10.0.0.2,10.0.0.1,38426,80,0x0018,138,0
2.844664,10.0.0.3,10.0.0.1,18418,80,0x0002,54,1
4.967589,10.0.0.1,10.0.0.3,80,11290,0x0014,54,1
1.099795,10.0.0.3,10.0.0.1,35722,80,0x0002,54,1
8.367966,10.0.0.2,10.0.0.1,60882,80,0x0010,66,0
6.006923,10.0.0.2,10.0.0.1,60240,80,0x0010,66,0
12.085209,10.0.0.1,10.0.0.2,80,33524,0x0018,1640,0
3.62339,10.0.0.1,10.0.0.3,80,37654,0x0014,54,1
8.481663,10.0.0.2,10.0.0.1,60906,80,0x0010,66,0
1.156795,10.0.0.2,10.0.0.1,38334,80,0x0010,66,0
2.534065,10.0.0.1,10.0.0.2,80,38728,0x0010,66,0
1.002388,10.0.0.3,10.0.0.1,32522,80,0x0002,54,1
0.38417,10.0.0.1,10.0.0.3,80,13137,0x0014,54,1
0.254125,10.0.0.1,10.0.0.3,80,9668,0x0014,54,1
1.346128,10.0.0.3,10.0.0.1,44096,80,0x0002,54,1
7.812316,10.0.0.1,10.0.0.2,80,60710,0x0012,74,0
10.484559,10.0.0.1,10.0.0.2,80,33096,0x0011,66,0
4.516066,10.0.0.1,10.0.0.2,80,39258,0x0018,223,0
1.216708,10.0.0.1,10.0.0.3,80,39380,0x0014,54,1
4.418095,10.0.0.1,10.0.0.3,80,60165,0x0014,54,1
1.016302,10.0.0.1,10.0.0.2,80,38274,0x0011,66,0
6.002252,10.0.0.1,10.0.0.2,80,60240,0x0012,74,0
4.541857,10.0.0.3,10.0.0.1,63116,80,0x0002,54,1
3.14754,10.0.0.1,10.0.0.3,80,25465,0x0014,54,1
2.43761,10.0.0.1,10.0.0.2,80,38690,0x0010,66,0
7.462978,10.0.0.1,10.0.0.2,80,60608,0x0010,1514,0
4.853895,10.0.0.3,10.0.0.1,6974,80,0x0002,54,1
4.637851,10.0.0.3,10.0.0.1,65424,80,0x0002,54,1
1.846443,10.0.0.1,10.0.0.3,80,59127,0x0014,54,1
15.528277,10.0.0.1,10.0.0.2,80,51642,0x0011,66,0
3.108236,10.0.0.2,10.0.0.1,38898,80,0x0011,66,0
6.572722,10.0.0.1,10.0.0.2,80,60376,0x0018,1640,0
0.178372,10.0.0.1,10.0.0.3,80,7683,0x0014,54,1
4.33418,10.0.0.1,10.0.0.3,80,57920,0x0014,54,1
5.439173,10.0.0.1,10.0.0.3,80,28105,0x0014,54,1
7.939158,10.0.0.1,10.0.0.2,80,60754,0x0018,223,0
3.099718,10.0.0.1,10.0.0.3,80,24544,0x0014,54,1
0.841112,10.0.0.3,10.0.0.1,26728,80,0x0002,54,1
3.347553,10.0.0.1,10.0.0.2,80,38964,0x0012,74,0
9.726326,10.0.0.1,10.0.0.2,80,32930,0x0018,1640,0
5.04939,10.0.0.1,10.0.0.3,80,14294,0x0014,54,1
17.115681,10.0.0.1,10.0.0.2,80,52014,0x0011,66,0
4.251,10.0.0.1,10.0.0.2,80,39174,0x0010,1514,0
12.604825,10.0.0.1,10.0.0.2,80,33640,0x0010,66,0
11.604686,10.0.0.1,10.0.0.2,80,33392,0x0010,66,0
8.613603,10.0.0.2,10.0.0.1,60922,80,0x0002,74,0
4.894905,10.0.0.3,10.0.0.1,8584,80,0x0002,54,1
11.793713,10.0.0.2,10.0.0.1,33428,80,0x0002,74,0
16.108628,10.0.0.2,10.0.0.1,51762,80,0x0010,66,0
4.898013,10.0.0.3,10.0.0.1,8714,80,0x0002,54,1
2.954492,10.0.0.1,10.0.0.3,80,21261,0x0014,54,1
5.040802,10.0.0.1,10.0.0.2,80,39362,0x0010,66,0
4.719456,10.0.0.3,10.0.0.1,1953,80,0x0002,54,1
1.836927,10.0.0.1,10.0.0.3,80,58731,0x0014,54,1
12.119686,10.0.0.1,10.0.0.2,80,33526,0x0011,66,0
3.735521,10.0.0.1,10.0.0.3,80,41997,0x0014,54,1
8.829454,10.0.0.1,10.0.0.2,80,60974,0x0010,66,0
4.338799,10.0.0.3,10.0.0.1,58058,80,0x0002,54,1
3.56536,10.0.0.1,10.0.0.2,80,39018,0x0010,66,0
4.446453,10.0.0.1,10.0.0.2,80,39238,0x0012,74,0
6.856319,10.0.0.1,10.0.0.2,80,60420,0x0012,74,0
4.251045,10.0.0.1,10.0.0.2,80,39174,0x0019,192,0
3.482723,10.0.0.3,10.0.0.1,33956,80,0x0002,54,1
1.853989,10.0.0.1,10.0.0.3,80,59380,0x0014,54,1
3.509922,10.0.0.3,10.0.0.1,34409,80,0x0002,54,1
12.904363,10.0.0.2,10.0.0.1,33730,80,0x0002,74,0
1.934591,10.0.0.1,10.0.0.3,80,61765,0x0014,54,1
2.503654,10.0.0.1,10.0.0.2,80,38716,0x0018,223,0
2.825003,10.0.0.3,10.0.0.1,17943,80,0x0002,54,1
5.256178,10.0.0.3,10.0.0.1,21675,80,0x0002,54,1
11.729986,10.0.0.2,10.0.0.1,33410,80,0x0010,66,0
4.795769,10.0.0.1,10.0.0.3,80,4799,0x0014,54,1
10.739692,10.0.0.2,10.0.0.1,33156,80,0x0018,138,0
2.893056,10.0.0.3,10.0.0.1,19680,80,0x0002,54,1
16.014415,10.0.0.2,10.0.0.1,51746,80,0x0010,66,0
9.116629,10.0.0.1,10.0.0.2,80,32822,0x0011,66,0
3.723325,10.0.0.1,10.0.0.3,80,41530,0x0014,54,1
4.734457,10.0.0.1,10.0.0.3,80,2459,0x0014,54,1
1.077704,10.0.0.1,10.0.0.3,80,35381,0x0014,54,1
13.896123,10.0.0.1,10.0.0.2,80,34004,0x0010,66,0
5.028502,10.0.0.1,10.0.0.2,80,39362,0x0012,74,0
12.733919,10.0.0.2,10.0.0.1,33670,80,0x0011,66,0
1.077373,10.0.0.2,10.0.0.1,38306,80,0x0018,138,0
3.619537,10.0.0.1,10.0.0.3,80,37498,0x0014,54,1
12.199377,10.0.0.1,10.0.0.2,80,33540,0x0010,66,0
1.169911,10.0.0.3,10.0.0.1,37949,80,0x0002,54,1
0.814735,10.0.0.1,10.0.0.3,80,25740,0x0014,54,1
1.235811,10.0.0.3,10.0.0.1,40111,80,0x0002,54,1
1.861837,10.0.0.2,10.0.0.1,38522,80,0x0018,138,0
10.078322,10.0.0.2,10.0.0.1,32994,80,0x0010,66,0
7.845513,10.0.0.2,10.0.0.1,60716,80,0x0010,66,0
16.187219,10.0.0.2,10.0.0.1,51770,80,0x0010,66,0
10.796438,10.0.0.2,10.0.0.1,33182,80,0x0010,66,0
0.091848,10.0.0.2,10.0.0.1,38074,80,0x0011,66,0
0.08828,10.0.0.1,10.0.0.2,80,38074,0x0010,66,0
7.100448,10.0.0.2,10.0.0.1,60500,80,0x0002,74,0
1.675514,10.0.0.3,10.0.0.1,53792,80,0x0002,54,1
5.560643,10.0.0.1,10.0.0.3,80,30931,0x0014,54,1
16.151275,10.0.0.1,10.0.0.2,80,51764,0x0011,66,0
0.56055,10.0.0.3,10.0.0.1,17496,80,0x0002,54,1
6.392836,10.0.0.1,10.0.0.2,80,60332,0x0011,66,0
2.661487,10.0.0.1,10.0.0.3,80,13674,0x0014,54,1
0.712679,10.0.0.3,10.0.0.1,22287,80,0x0002,54,1
2.625243,10.0.0.2,10.0.0.1,38756,80,0x0011,66,0
11.644379,10.0.0.2,10.0.0.1,33396,80,0x0010,66,0
9.920737,10.0.0.2,10.0.0.1,32964,80,0x0010,66,0
3.699347,10.0.0.3,10.0.0.1,40565,80,0x0002,54,1
10.520009,10.0.0.1,10.0.0.2,80,33106,0x0011,66,0
5.384672,10.0.0.1,10.0.0.3,80,26824,0x0014,54,1
2.339277,10.0.0.1,10.0.0.3,80,5889,0x0014,54,1
16.634483,10.0.0.2,10.0.0.1,51902,80,0x0002,74,0
3.008619,10.0.0.1,10.0.0.3,80,22459,0x0014,54,1
11.232594,10.0.0.1,10.0.0.2,80,33290,0x0010,66,0
5.058555,10.0.0.3,10.0.0.1,14624,80,0x0002,54,1
3.721476,10.0.0.3,10.0.0.1,41453,80,0x0002,54,1
1.384785,10.0.0.1,10.0.0.3,80,45614,0x0014,54,1
13.446516,10.0.0.1,10.0.0.2,80,33848,0x0010,1514,0
4.853172,10.0.0.1,10.0.0.2,80,39330,0x0012,74,0
3.263565,10.0.0.1,10.0.0.3,80,28228,0x0014,54,1
5.309585,10.0.0.1,10.0.0.3,80,23830,0x0014,54,1
0.716416,10.0.0.1,10.0.0.2,80,38214,0x0018,1640,0
0.206273,10.0.0.1,10.0.0.3,80,8366,0x0014,54,1
5.171617,10.0.0.3,10.0.0.1,18567,80,0x0002,54,1
1.857194,10.0.0.3,10.0.0.1,59505,80,0x0002,54,1
12.649668,10.0.0.2,10.0.0.1,33652,80,0x0010,66,0
4.638633,10.0.0.1,10.0.0.2,80,39286,0x0018,1640,0
3.388649,10.0.0.3,10.0.0.1,31422,80,0x0002,54,1
9.721908,10.0.0.2,10.0.0.1,32930,80,0x0010,66,0
4.778489,10.0.0.1,10.0.0.3,80,4221,0x0014,54,1
0.876174,10.0.0.1,10.0.0.3,80,27993,0x0014,54,1
6.432424,10.0.0.2,10.0.0.1,60346,80,0x0010,66,0
3.849894,10.0.0.3,10.0.0.1,46326,80,0x0002,54,1
0.778044,10.0.0.1,10.0.0.3,80,24439,0x0014,54,1
4.24183,10.0.0.1,10.0.0.3,80,55483,0x0014,54,1
0.763151,10.0.0.1,10.0.0.3,80,24051,0x0014,54,1
0.953607,10.0.0.3,10.0.0.1,30642,80,0x0002,54,1
4.773802,10.0.0.3,10.0.0.1,4028,80,0x0002,54,1
14.254849,10.0.0.1,10.0.0.2,80,34088,0x0010,66,0
0.349588,10.0.0.3,10.0.0.1,12217,80,0x0002,54,1
1.250553,10.0.0.3,10.0.0.1,40622,80,0x0002,54,1
3.509216,10.0.0.2,10.0.0.1,39008,80,0x0002,74,0
3.7976,10.0.0.3,10.0.0.1,44382,80,0x0002,54,1
1.327446,10.0.0.2,10.0.0.1,38394,80,0x0010,66,0
0.19867,10.0.0.3,10.0.0.1,8197,80,0x0002,54,1
5.006853,10.0.0.1,10.0.0.2,80,39360,0x0018,223,0
3.307541,10.0.0.1,10.0.0.2,80,38960,0x0019,192,0
6.829105,10.0.0.1,10.0.0.2,80,60418,0x0018,223,0
0.897196,10.0.0.1,10.0.0.2,80,38236,0x0011,66,0
0.554953,10.0.0.2,10.0.0.1,38162,80,0x0018,138,0
11.879952,10.0.0.2,10.0.0.1,33454,80,0x0018,138,0
16.447214,10.0.0.2,10.0.0.1,51854,80,0x0018,138,0
4.760559,10.0.0.1,10.0.0.3,80,3513,0x0014,54,1
14.412905,10.0.0.2,10.0.0.1,34126,80,0x0002,74,0
3.499649,10.0.0.1,10.0.0.3,80,34226,0x0014,54,1
9.4809,10.0.0.1,10.0.0.2,80,32870,0x0010,66,0
5.064357,10.0.0.1,10.0.0.2,80,39374,0x0012,74,0
5.229472,10.0.0.3,10.0.0.1,20706,80,0x0002,54,1
4.354346,10.0.0.1,10.0.0.3,80,58460,0x0014,54,1
4.573683,10.0.0.1,10.0.0.2,80,39278,0x0018,223,0
5.238906,10.0.0.2,10.0.0.1,60046,80,0x0002,74,0
2.505774,10.0.0.2,10.0.0.1,38716,80,0x0011,66,0
3.152844,10.0.0.1,10.0.0.3,80,25540,0x0014,54,1
0.105598,10.0.0.3,10.0.0.1,5260,80,0x0002,54,1
2.678303,10.0.0.2,10.0.0.1,38786,80,0x0002,74,0
10.481716,10.0.0.1,10.0.0.2,80,33096,0x0012,74,0
2.613431,10.0.0.3,10.0.0.1,12551,80,0x0002,54,1
3.597945,10.0.0.3,10.0.0.1,36681,80,0x0002,54,1
4.537245,10.0.0.2,10.0.0.1,39274,80,0x0002,74,0
6.141477,10.0.0.2,10.0.0.1,60288,80,0x0010,66,0
5.098395,10.0.0.1,10.0.0.3,80,16159,0x0014,54,1
0.732831,10.0.0.3,10.0.0.1,23086,80,0x0002,54,1
2.030327,10.0.0.1,10.0.0.3,80,63866,0x0014,54,1
11.939335,10.0.0.2,10.0.0.1,33466,80,0x0011,66,0
1.903064,10.0.0.1,10.0.0.3,80,60886,0x0014,54,1
2.276673,10.0.0.1,10.0.0.3,80,4264,0x0014,54,1
0.545458,10.0.0.1,10.0.0.3,80,17104,0x0014,54,1
2.045427,10.0.0.3,10.0.0.1,64212,80,0x0002,54,1
0.174592,10.0.0.1,10.0.0.3,80,7588,0x0014,54,1
13.857052,10.0.0.1,10.0.0.2,80,33990,0x0012,74,0
11.477019,10.0.0.2,10.0.0.1,33354,80,0x0010,66,0
15.359167,10.0.0.2,10.0.0.1,51606,80,0x0018,138,0
7.789135,10.0.0.2,10.0.0.1,60698,80,0x0010,66,0
4.883484,10.0.0.1,10.0.0.3,80,8156,0x0014,54,1
2.826374,10.0.0.3,10.0.0.1,17989,80,0x0002,54,1
0.385918,10.0.0.3,10.0.0.1,13183,80,0x0002,54,1
0.856218,10.0.0.1,10.0.0.2,80,38230,0x0010,66,0
4.272242,10.0.0.3,10.0.0.1,56329,80,0x0002,54,1
12.971815,10.0.0.2,10.0.0.1,33738,80,0x0010,66,0
1.694214,10.0.0.1,10.0.0.3,80,54280,0x0014,54,1
4.676363,10.0.0.3,10.0.0.1,792,80,0x0002,54,1
6.355528,10.0.0.2,10.0.0.1,60330,80,0x0010,66,0
1.055886,10.0.0.3,10.0.0.1,34592,80,0x0002,54,1
2.895171,10.0.0.3,10.0.0.1,19743,80,0x0002,54,1
11.177265,10.0.0.1,10.0.0.2,80,33276,0x0011,66,0
12.119747,10.0.0.2,10.0.0.1,33526,80,0x0010,66,0
2.668425,10.0.0.3,10.0.0.1,13858,80,0x0002,54,1
3.128025,10.0.0.1,10.0.0.3,80,25168,0x0014,54,1
10.901423,10.0.0.1,10.0.0.2,80,33202,0x0012,74,0
16.551233,10.0.0.1,10.0.0.2,80,51888,0x0010,66,0
2.574795,10.0.0.1,10.0.0.3,80,11552,0x0014,54,1
9.192296,10.0.0.1,10.0.0.2,80,32840,0x0012,74,0
1.76563,10.0.0.2,10.0.0.1,38480,80,0x0010,66,0
4.839829,10.0.0.3,10.0.0.1,6385,80,0x0002,54,1
4.075879,10.0.0.1,10.0.0.3,80,51820,0x0014,54,1
4.215208,10.0.0.1,10.0.0.2,80,39164,0x0010,66,0
1.610095,10.0.0.1,10.0.0.2,80,38436,0x0010,66,0
15.528335,10.0.0.2,10.0.0.1,51642,80,0x0010,66,0
13.300175,10.0.0.1,10.0.0.2,80,33816,0x0011,66,0
5.491054,10.0.0.1,10.0.0.2,80,60100,0x0018,223,0
16.611429,10.0.0.2,10.0.0.1,51892,80,0x0010,66,0
1.603645,10.0.0.3,10.0.0.1,52031,80,0x0002,54,1
0.03616,10.0.0.1,10.0.0.3,80,3018,0x0014,54,1
5.227715,10.0.0.3,10.0.0.1,20633,80,0x0002,54,1
2.292103,10.0.0.1,10.0.0.2,80,38642,0x0018,223,0
3.601131,10.0.0.1,10.0.0.3,80,36811,0x0014,54,1
12.112311,10.0.0.1,10.0.0.2,80,33526,0x0010,66,0
1.179855,10.0.0.1,10.0.0.3,80,38295,0x0014,54,1
11.530645,10.0.0.1,10.0.0.2,80,33372,0x0012,74,0
13.081874,10.0.0.2,10.0.0.1,33776,80,0x0010,66,0
3.571488,10.0.0.3,10.0.0.1,35956,80,0x0002,54,1
6.245259,10.0.0.1,10.0.0.2,80,60320,0x0010,66,0
5.237792,10.0.0.1,10.0.0.3,80,20981,0x0014,54,1
2.225493,10.0.0.2,10.0.0.1,38616,80,0x0010,66,0
1.587381,10.0.0.1,10.0.0.2,80,38426,0x0011,66,0
0.743392,10.0.0.3,10.0.0.1,23532,80,0x0002,54,1
2.018434,10.0.0.2,10.0.0.1,38564,80,0x0002,74,0
4.119642,10.0.0.3,10.0.0.1,52476,80,0x0002,54,1
4.514154,10.0.0.2,10.0.0.1,39258,80,0x0018,138,0
0.490874,10.0.0.1,10.0.0.3,80,15936,0x0014,54,1
3.509272,10.0.0.2,10.0.0.1,39008,80,0x0010,66,0
5.183699,10.0.0.3,10.0.0.1,19066,80,0x0002,54,1
2.881466,10.0.0.3,10.0.0.1,19357,80,0x0002,54,1
2.088724,10.0.0.1,10.0.0.2,80,38584,0x0018,223,0
14.547605,10.0.0.2,10.0.0.1,34162,80,0x0010,66,0
4.975748,10.0.0.3,10.0.0.1,11612,80,0x0002,54,1
10.122875,10.0.0.2,10.0.0.1,33010,80,0x0010,66,0
13.320984,10.0.0.1,10.0.0.2,80,33824,0x0012,74,0
16.472177,10.0.0.1,10.0.0.2,80,51864,0x0012,74,0
5.306396,10.0.0.3,10.0.0.1,23694,80,0x0002,54,1
4.291062,10.0.0.2,10.0.0.1,39188,80,0x0011,66,0
14.04003,10.0.0.1,10.0.0.2,80,34048,0x0011,66,0
1.986628,10.0.0.3,10.0.0.1,63004,80,0x0002,54,1
3.433582,10.0.0.1,10.0.0.2,80,38992,0x0010,1514,0
11.396094,10.0.0.1,10.0.0.2,80,33336,0x0010,1514,0
5.492208,10.0.0.2,10.0.0.1,60100,80,0x0010,66,0
10.798679,10.0.0.2,10.0.0.1,33182,80,0x0018,138,0
9.36159,10.0.0.2,10.0.0.1,32852,80,0x0011,66,0
5.35857,10.0.0.1,10.0.0.3,80,25790,0x0014,54,1
1.602663,10.0.0.2,10.0.0.1,38436,80,0x0010,66,0
