frame.time_relative,ip.src,ip.dst,tcp.srcport,tcp.dstport,tcp.flags,frame.len
2.782920000,10.0.0.2,10.0.0.1,38792,80,0x0011,66
2.782960000,10.0.0.1,10.0.0.2,80,38792,0x0010,66
2.806633000,10.0.0.2,10.0.0.1,38808,80,0x0002,74
2.806683000,10.0.0.1,10.0.0.2,80,38808,0x0012,74
2.806723000,10.0.0.2,10.0.0.1,38808,80,0x0010,66
2.811616000,10.0.0.2,10.0.0.1,38808,80,0x0018,138
2.811637000,10.0.0.1,10.0.0.2,80,38808,0x0010,66
2.813969000,10.0.0.1,10.0.0.2,80,38808,0x0018,223
2.814258000,10.0.0.2,10.0.0.1,38808,80,0x0010,66
2.814639000,10.0.0.1,10.0.0.2,80,38808,0x0018,1640
2.814670000,10.0.0.2,10.0.0.1,38808,80,0x0010,66
2.815058000,10.0.0.2,10.0.0.1,38808,80,0x0011,66
2.817461000,10.0.0.1,10.0.0.2,80,38808,0x0011,66
2.817533000,10.0.0.2,10.0.0.1,38808,80,0x0010,66
2.837689000,10.0.0.2,10.0.0.1,38810,80,0x0002,74
2.837717000,10.0.0.1,10.0.0.2,80,38810,0x0012,74
2.837745000,10.0.0.2,10.0.0.1,38810,80,0x0010,66
2.847830000,10.0.0.2,10.0.0.1,38810,80,0x0018,138
2.848138000,10.0.0.1,10.0.0.2,80,38810,0x0010,66
2.849422000,10.0.0.1,10.0.0.2,80,38810,0x0018,223
2.849492000,10.0.0.1,10.0.0.2,80,38810,0x0010,1514
2.849540000,10.0.0.1,10.0.0.2,80,38810,0x0019,192
2.850229000,10.0.0.2,10.0.0.1,38810,80,0x0010,66
2.851874000,10.0.0.2,10.0.0.1,38810,80,0x0011,66
2.851902000,10.0.0.1,10.0.0.2,80,38810,0x0010,66
2.873539000,10.0.0.2,10.0.0.1,38818,80,0x0002,74
2.873567000,10.0.0.1,10.0.0.2,80,38818,0x0012,74
2.873595000,10.0.0.2,10.0.0.1,38818,80,0x0010,66
2.874145000,10.0.0.2,10.0.0.1,38818,80,0x0018,138
2.874153000,10.0.0.1,10.0.0.2,80,38818,0x0010,66
2.880779000,10.0.0.1,10.0.0.2,80,38818,0x0018,223
2.880840000,10.0.0.2,10.0.0.1,38818,80,0x0010,66
2.880984000,10.0.0.1,10.0.0.2,80,38818,0x0018,1640
2.881005000,10.0.0.2,10.0.0.1,38818,80,0x0010,66
2.881756000,10.0.0.1,10.0.0.2,80,38818,0x0011,66
2.883732000,10.0.0.2,10.0.0.1,38818,80,0x0011,66
2.883775000,10.0.0.1,10.0.0.2,80,38818,0x0010,66
2.903602000,10.0.0.2,10.0.0.1,38828,80,0x0002,74
2.903663000,10.0.0.1,10.0.0.2,80,38828,0x0012,74
2.903715000,10.0.0.2,10.0.0.1,38828,80,0x0010,66
2.904374000,10.0.0.2,10.0.0.1,38828,80,0x0018,138
2.904398000,10.0.0.1,10.0.0.2,80,38828,0x0010,66
2.906317000,10.0.0.1,10.0.0.2,80,38828,0x0018,223
2.906407000,10.0.0.2,10.0.0.1,38828,80,0x0010,66
2.909503000,10.0.0.1,10.0.0.2,80,38828,0x0018,1640
2.909556000,10.0.0.2,10.0.0.1,38828,80,0x0010,66
2.910875000,10.0.0.2,10.0.0.1,38828,80,0x0011,66
2.914885000,10.0.0.1,10.0.0.2,80,38828,0x0011,66
2.915222000,10.0.0.2,10.0.0.1,38828,80,0x0010,66
2.933373000,10.0.0.2,10.0.0.1,38842,80,0x0002,74
2.933432000,10.0.0.1,10.0.0.2,80,38842,0x0012,74
2.933477000,10.0.0.2,10.0.0.1,38842,80,0x0010,66
2.934725000,10.0.0.2,10.0.0.1,38842,80,0x0018,138
2.934749000,10.0.0.1,10.0.0.2,80,38842,0x0010,66
2.937582000,10.0.0.1,10.0.0.2,80,38842,0x0018,223
2.937663000,10.0.0.2,10.0.0.1,38842,80,0x0010,66
2.937718000,10.0.0.1,10.0.0.2,80,38842,0x0018,1640
2.937730000,10.0.0.2,10.0.0.1,38842,80,0x0010,66
2.938423000,10.0.0.1,10.0.0.2,80,38842,0x0011,66
2.939875000,10.0.0.2,10.0.0.1,38842,80,0x0011,66
2.939905000,10.0.0.1,10.0.0.2,80,38842,0x0010,66
2.956531000,10.0.0.2,10.0.0.1,38852,80,0x0002,74
2.956564000,10.0.0.1,10.0.0.2,80,38852,0x0012,74
2.956591000,10.0.0.2,10.0.0.1,38852,80,0x0010,66
2.962345000,10.0.0.2,10.0.0.1,38852,80,0x0018,138
2.962607000,10.0.0.1,10.0.0.2,80,38852,0x0010,66
2.969335000,10.0.0.1,10.0.0.2,80,38852,0x0018,223
2.969418000,10.0.0.2,10.0.0.1,38852,80,0x0010,66
2.969506000,10.0.0.1,10.0.0.2,80,38852,0x0018,1640
2.969519000,10.0.0.2,10.0.0.1,38852,80,0x0010,66
2.969604000,10.0.0.1,10.0.0.2,80,38852,0x0011,66
2.971876000,10.0.0.2,10.0.0.1,38852,80,0x0011,66
2.971922000,10.0.0.1,10.0.0.2,80,38852,0x0010,66
2.987178000,10.0.0.2,10.0.0.1,38868,80,0x0002,74
2.987207000,10.0.0.1,10.0.0.2,80,38868,0x0012,74
2.987235000,10.0.0.2,10.0.0.1,38868,80,0x0010,66
2.991065000,10.0.0.2,10.0.0.1,38868,80,0x0018,138
2.991086000,10.0.0.1,10.0.0.2,80,38868,0x0010,66
2.997988000,10.0.0.1,10.0.0.2,80,38868,0x0018,223
2.998491000,10.0.0.2,10.0.0.1,38868,80,0x0010,66
2.998819000,10.0.0.1,10.0.0.2,80,38868,0x0018,1640
2.998844000,10.0.0.2,10.0.0.1,38868,80,0x0010,66
2.998903000,10.0.0.1,10.0.0.2,80,38868,0x0011,66
2.999442000,10.0.0.2,10.0.0.1,38868,80,0x0011,66
2.999458000,10.0.0.1,10.0.0.2,80,38868,0x0010,66
3.018148000,10.0.0.2,10.0.0.1,38872,80,0x0002,74
3.018175000,10.0.0.1,10.0.0.2,80,38872,0x0012,74
3.018203000,10.0.0.2,10.0.0.1,38872,80,0x0010,66
3.020447000,10.0.0.2,10.0.0.1,38872,80,0x0018,138
3.020878000,10.0.0.1,10.0.0.2,80,38872,0x0010,66
3.025255000,10.0.0.1,10.0.0.2,80,38872,0x0018,223
3.025319000,10.0.0.2,10.0.0.1,38872,80,0x0010,66
3.025435000,10.0.0.1,10.0.0.2,80,38872,0x0018,1640
3.025748000,10.0.0.2,10.0.0.1,38872,80,0x0010,66
3.025899000,10.0.0.1,10.0.0.2,80,38872,0x0011,66
3.026651000,10.0.0.2,10.0.0.1,38872,80,0x0011,66
3.026667000,10.0.0.1,10.0.0.2,80,38872,0x0010,66
3.048110000,10.0.0.2,10.0.0.1,38882,80,0x0002,74
3.048156000,10.0.0.1,10.0.0.2,80,38882,0x0012,74
3.048190000,10.0.0.2,10.0.0.1,38882,80,0x0010,66
3.053432000,10.0.0.2,10.0.0.1,38882,80,0x0018,138
3.053460000,10.0.0.1,10.0.0.2,80,38882,0x0010,66
3.054630000,10.0.0.1,10.0.0.2,80,38882,0x0018,223
3.054697000,10.0.0.1,10.0.0.2,80,38882,0x0010,1514
3.054742000,10.0.0.1,10.0.0.2,80,38882,0x0019,192
3.055263000,10.0.0.2,10.0.0.1,38882,80,0x0010,66
3.055660000,10.0.0.2,10.0.0.1,38882,80,0x0011,66
3.055689000,10.0.0.1,10.0.0.2,80,38882,0x0010,66
3.074803000,10.0.0.2,10.0.0.1,38888,80,0x0002,74
3.074868000,10.0.0.1,10.0.0.2,80,38888,0x0012,74
3.074921000,10.0.0.2,10.0.0.1,38888,80,0x0010,66
3.079431000,10.0.0.2,10.0.0.1,38888,80,0x0018,138
3.079485000,10.0.0.1,10.0.0.2,80,38888,0x0010,66
3.081283000,10.0.0.1,10.0.0.2,80,38888,0x0018,223
3.081363000,10.0.0.1,10.0.0.2,80,38888,0x0010,1514
3.081418000,10.0.0.1,10.0.0.2,80,38888,0x0019,192
3.083314000,10.0.0.1,10.0.0.2,80,38888,0x0019,192
3.083562000,10.0.0.2,10.0.0.1,38888,80,0x0010,78
3.084131000,10.0.0.2,10.0.0.1,38888,80,0x0011,66
3.084153000,10.0.0.1,10.0.0.2,80,38888,0x0010,66
3.100162000,10.0.0.2,10.0.0.1,38898,80,0x0002,74
3.100190000,10.0.0.1,10.0.0.2,80,38898,0x0012,74
3.100217000,10.0.0.2,10.0.0.1,38898,80,0x0010,66
3.104808000,10.0.0.2,10.0.0.1,38898,80,0x0018,138
3.104836000,10.0.0.1,10.0.0.2,80,38898,0x0010,66
3.107828000,10.0.0.1,10.0.0.2,80,38898,0x0018,223
3.107891000,10.0.0.2,10.0.0.1,38898,80,0x0010,66
3.108002000,10.0.0.1,10.0.0.2,80,38898,0x0018,1640
3.108018000,10.0.0.2,10.0.0.1,38898,80,0x0010,66
3.108236000,10.0.0.2,10.0.0.1,38898,80,0x0011,66
3.111606000,10.0.0.1,10.0.0.2,80,38898,0x0011,66
3.111700000,10.0.0.2,10.0.0.1,38898,80,0x0010,66
3.127775000,10.0.0.2,10.0.0.1,38904,80,0x0002,74
3.127802000,10.0.0.1,10.0.0.2,80,38904,0x0012,74
3.127830000,10.0.0.2,10.0.0.1,38904,80,0x0010,66
3.128821000,10.0.0.2,10.0.0.1,38904,80,0x0018,138
3.128846000,10.0.0.1,10.0.0.2,80,38904,0x0010,66
3.129792000,10.0.0.1,10.0.0.2,80,38904,0x0018,223
3.129840000,10.0.0.1,10.0.0.2,80,38904,0x0010,1514
3.129878000,10.0.0.1,10.0.0.2,80,38904,0x0019,192
3.130022000,10.0.0.2,10.0.0.1,38904,80,0x0010,66
3.130273000,10.0.0.2,10.0.0.1,38904,80,0x0011,66
3.130289000,10.0.0.1,10.0.0.2,80,38904,0x0010,66
3.151253000,10.0.0.2,10.0.0.1,38914,80,0x0002,74
3.151299000,10.0.0.1,10.0.0.2,80,38914,0x0012,74
3.151409000,10.0.0.2,10.0.0.1,38914,80,0x0010,66
3.155133000,10.0.0.2,10.0.0.1,38914,80,0x0018,138
3.155168000,10.0.0.1,10.0.0.2,80,38914,0x0010,66
3.156417000,10.0.0.1,10.0.0.2,80,38914,0x0018,223
3.156483000,10.0.0.1,10.0.0.2,80,38914,0x0010,1514
3.156526000,10.0.0.1,10.0.0.2,80,38914,0x0019,192
3.156685000,10.0.0.2,10.0.0.1,38914,80,0x0010,66
3.156967000,10.0.0.2,10.0.0.1,38914,80,0x0011,66
3.156987000,10.0.0.1,10.0.0.2,80,38914,0x0010,66
3.177268000,10.0.0.2,10.0.0.1,38916,80,0x0002,74
3.177312000,10.0.0.1,10.0.0.2,80,38916,0x0012,74
3.177348000,10.0.0.2,10.0.0.1,38916,80,0x0010,66
3.183513000,10.0.0.2,10.0.0.1,38916,80,0x0018,138
3.183543000,10.0.0.1,10.0.0.2,80,38916,0x0010,66
3.185589000,10.0.0.1,10.0.0.2,80,38916,0x0018,223
3.185643000,10.0.0.2,10.0.0.1,38916,80,0x0010,66
3.185752000,10.0.0.1,10.0.0.2,80,38916,0x0018,1640
3.185781000,10.0.0.2,10.0.0.1,38916,80,0x0010,66
3.187081000,10.0.0.2,10.0.0.1,38916,80,0x0011,66
3.190368000,10.0.0.1,10.0.0.2,80,38916,0x0011,66
3.190435000,10.0.0.2,10.0.0.1,38916,80,0x0010,66
3.210038000,10.0.0.2,10.0.0.1,38924,80,0x0002,74
3.210076000,10.0.0.1,10.0.0.2,80,38924,0x0012,74
3.210108000,10.0.0.2,10.0.0.1,38924,80,0x0010,66
3.215425000,10.0.0.2,10.0.0.1,38924,80,0x0018,138
3.215464000,10.0.0.1,10.0.0.2,80,38924,0x0010,66
3.218297000,10.0.0.1,10.0.0.2,80,38924,0x0018,223
3.218379000,10.0.0.2,10.0.0.1,38924,80,0x0010,66
3.218501000,10.0.0.1,10.0.0.2,80,38924,0x0018,1640
3.218519000,10.0.0.2,10.0.0.1,38924,80,0x0010,66
3.218881000,10.0.0.2,10.0.0.1,38924,80,0x0011,66
3.221115000,10.0.0.1,10.0.0.2,80,38924,0x0011,66
3.221174000,10.0.0.2,10.0.0.1,38924,80,0x0010,66
3.234028000,10.0.0.2,10.0.0.1,38938,80,0x0002,74
3.234056000,10.0.0.1,10.0.0.2,80,38938,0x0012,74
3.234083000,10.0.0.2,10.0.0.1,38938,80,0x0010,66
3.239746000,10.0.0.2,10.0.0.1,38938,80,0x0018,138
3.239778000,10.0.0.1,10.0.0.2,80,38938,0x0010,66
3.242098000,10.0.0.1,10.0.0.2,80,38938,0x0018,223
3.242160000,10.0.0.2,10.0.0.1,38938,80,0x0010,66
3.242277000,10.0.0.1,10.0.0.2,80,38938,0x0018,1640
3.242292000,10.0.0.2,10.0.0.1,38938,80,0x0010,66
3.242507000,10.0.0.2,10.0.0.1,38938,80,0x0011,66
3.245866000,10.0.0.1,10.0.0.2,80,38938,0x0011,66
3.245958000,10.0.0.2,10.0.0.1,38938,80,0x0010,66
3.267049000,10.0.0.2,10.0.0.1,38946,80,0x0002,74
3.267077000,10.0.0.1,10.0.0.2,80,38946,0x0012,74
3.267105000,10.0.0.2,10.0.0.1,38946,80,0x0010,66
3.270590000,10.0.0.2,10.0.0.1,38946,80,0x0018,138
3.270655000,10.0.0.1,10.0.0.2,80,38946,0x0010,66
3.274114000,10.0.0.1,10.0.0.2,80,38946,0x0018,223
3.274207000,10.0.0.1,10.0.0.2,80,38946,0x0010,1514
3.274270000,10.0.0.1,10.0.0.2,80,38946,0x0019,192
3.274480000,10.0.0.2,10.0.0.1,38946,80,0x0010,66
3.275120000,10.0.0.2,10.0.0.1,38946,80,0x0011,66
3.275414000,10.0.0.1,10.0.0.2,80,38946,0x0010,66
3.299681000,10.0.0.2,10.0.0.1,38960,80,0x0002,74
3.299712000,10.0.0.1,10.0.0.2,80,38960,0x0012,74
3.299740000,10.0.0.2,10.0.0.1,38960,80,0x0010,66
3.303399000,10.0.0.2,10.0.0.1,38960,80,0x0018,138
3.303442000,10.0.0.1,10.0.0.2,80,38960,0x0010,66
3.307360000,10.0.0.1,10.0.0.2,80,38960,0x0018,223
3.307468000,10.0.0.1,10.0.0.2,80,38960,0x0010,1514
3.307541000,10.0.0.1,10.0.0.2,80,38960,0x0019,192
3.309221000,10.0.0.1,10.0.0.2,80,38960,0x0019,192
3.309683000,10.0.0.2,10.0.0.1,38960,80,0x0010,78
3.310248000,10.0.0.2,10.0.0.1,38960,80,0x0011,66
3.310285000,10.0.0.1,10.0.0.2,80,38960,0x0010,66
3.347507000,10.0.0.2,10.0.0.1,38964,80,0x0002,74
3.347553000,10.0.0.1,10.0.0.2,80,38964,0x0012,74
3.347601000,10.0.0.2,10.0.0.1,38964,80,0x0010,66
3.348433000,10.0.0.2,10.0.0.1,38964,80,0x0018,138
3.348454000,10.0.0.1,10.0.0.2,80,38964,0x0010,66
3.350385000,10.0.0.1,10.0.0.2,80,38964,0x0018,223
3.350448000,10.0.0.2,10.0.0.1,38964,80,0x0010,66
3.350483000,10.0.0.1,10.0.0.2,80,38964,0x0018,1640
3.350495000,10.0.0.2,10.0.0.1,38964,80,0x0010,66
3.350536000,10.0.0.1,10.0.0.2,80,38964,0x0011,66
3.350934000,10.0.0.2,10.0.0.1,38964,80,0x0011,66
3.350944000,10.0.0.1,10.0.0.2,80,38964,0x0010,66
3.385995000,10.0.0.2,10.0.0.1,38976,80,0x0002,74
3.386021000,10.0.0.1,10.0.0.2,80,38976,0x0012,74
3.386048000,10.0.0.2,10.0.0.1,38976,80,0x0010,66
3.391335000,10.0.0.2,10.0.0.1,38976,80,0x0018,138
3.391373000,10.0.0.1,10.0.0.2,80,38976,0x0010,66
3.392917000,10.0.0.1,10.0.0.2,80,38976,0x0018,223
3.392980000,10.0.0.1,10.0.0.2,80,38976,0x0010,1514
3.393023000,10.0.0.1,10.0.0.2,80,38976,0x0019,192
3.393877000,10.0.0.2,10.0.0.1,38976,80,0x0010,66
3.395559000,10.0.0.2,10.0.0.1,38976,80,0x0011,66
3.395729000,10.0.0.1,10.0.0.2,80,38976,0x0010,66
3.426630000,10.0.0.2,10.0.0.1,38992,80,0x0002,74
3.426663000,10.0.0.1,10.0.0.2,80,38992,0x0012,74
3.426694000,10.0.0.2,10.0.0.1,38992,80,0x0010,66
3.431629000,10.0.0.2,10.0.0.1,38992,80,0x0018,138
3.431658000,10.0.0.1,10.0.0.2,80,38992,0x0010,66
3.433512000,10.0.0.1,10.0.0.2,80,38992,0x0018,223
3.433582000,10.0.0.1,10.0.0.2,80,38992,0x0010,1514
3.433634000,10.0.0.1,10.0.0.2,80,38992,0x0019,192
3.433792000,10.0.0.2,10.0.0.1,38992,80,0x0010,66
3.437023000,10.0.0.2,10.0.0.1,38992,80,0x0011,66
3.437054000,10.0.0.1,10.0.0.2,80,38992,0x0010,66
3.467082000,10.0.0.2,10.0.0.1,39004,80,0x0002,74
3.467113000,10.0.0.1,10.0.0.2,80,39004,0x0012,74
3.467141000,10.0.0.2,10.0.0.1,39004,80,0x0010,66
3.471247000,10.0.0.2,10.0.0.1,39004,80,0x0018,138
3.471275000,10.0.0.1,10.0.0.2,80,39004,0x0010,66
3.474969000,10.0.0.1,10.0.0.2,80,39004,0x0018,223
3.475707000,10.0.0.2,10.0.0.1,39004,80,0x0010,66
3.476417000,10.0.0.1,10.0.0.2,80,39004,0x0018,1640
3.476472000,10.0.0.2,10.0.0.1,39004,80,0x0010,66
3.477475000,10.0.0.2,10.0.0.1,39004,80,0x0011,66
3.480431000,10.0.0.1,10.0.0.2,80,39004,0x0011,66
3.480541000,10.0.0.2,10.0.0.1,39004,80,0x0010,66
3.509216000,10.0.0.2,10.0.0.1,39008,80,0x0002,74
3.509244000,10.0.0.1,10.0.0.2,80,39008,0x0012,74
3.509272000,10.0.0.2,10.0.0.1,39008,80,0x0010,66
3.514428000,10.0.0.2,10.0.0.1,39008,80,0x0018,138
3.514640000,10.0.0.1,10.0.0.2,80,39008,0x0010,66
3.517200000,10.0.0.1,10.0.0.2,80,39008,0x0018,223
3.517287000,10.0.0.2,10.0.0.1,39008,80,0x0010,66
3.517485000,10.0.0.1,10.0.0.2,80,39008,0x0018,1640
3.517713000,10.0.0.2,10.0.0.1,39008,80,0x0010,66
3.518163000,10.0.0.2,10.0.0.1,39008,80,0x0011,66
3.520845000,10.0.0.1,10.0.0.2,80,39008,0x0011,66
3.520928000,10.0.0.2,10.0.0.1,39008,80,0x0010,66
3.554434000,10.0.0.2,10.0.0.1,39018,80,0x0002,74
3.554486000,10.0.0.1,10.0.0.2,80,39018,0x0012,74
3.554731000,10.0.0.2,10.0.0.1,39018,80,0x0010,66
3.562596000,10.0.0.2,10.0.0.1,39018,80,0x0018,138
3.563383000,10.0.0.1,10.0.0.2,80,39018,0x0010,66
3.564775000,10.0.0.1,10.0.0.2,80,39018,0x0018,223
3.564844000,10.0.0.1,10.0.0.2,80,39018,0x0010,1514
3.564890000,10.0.0.1,10.0.0.2,80,39018,0x0019,192
3.565055000,10.0.0.2,10.0.0.1,39018,80,0x0010,66
3.565341000,10.0.0.2,10.0.0.1,39018,80,0x0011,66
3.565360000,10.0.0.1,10.0.0.2,80,39018,0x0010,66
3.595000000,10.0.0.2,10.0.0.1,39032,80,0x0002,74
3.595027000,10.0.0.1,10.0.0.2,80,39032,0x0012,74
3.595055000,10.0.0.2,10.0.0.1,39032,80,0x0010,66
3.597949000,10.0.0.2,10.0.0.1,39032,80,0x0018,138
3.597976000,10.0.0.1,10.0.0.2,80,39032,0x0010,66
3.599885000,10.0.0.1,10.0.0.2,80,39032,0x0018,223
3.599982000,10.0.0.2,10.0.0.1,39032,80,0x0010,66
3.600042000,10.0.0.1,10.0.0.2,80,39032,0x0018,1640
3.600058000,10.0.0.2,10.0.0.1,39032,80,0x0010,66
3.600121000,10.0.0.1,10.0.0.2,80,39032,0x0011,66
3.600746000,10.0.0.2,10.0.0.1,39032,80,0x0011,66
3.600774000,10.0.0.1,10.0.0.2,80,39032,0x0010,66
3.628821000,10.0.0.2,10.0.0.1,39042,80,0x0002,74
3.628849000,10.0.0.1,10.0.0.2,80,39042,0x0012,74
3.628878000,10.0.0.2,10.0.0.1,39042,80,0x0010,66
3.632831000,10.0.0.2,10.0.0.1,39042,80,0x0018,138
3.632860000,10.0.0.1,10.0.0.2,80,39042,0x0010,66
3.634882000,10.0.0.1,10.0.0.2,80,39042,0x0018,223
3.634953000,10.0.0.1,10.0.0.2,80,39042,0x0010,1514
3.635000000,10.0.0.1,10.0.0.2,80,39042,0x0019,192
3.636249000,10.0.0.2,10.0.0.1,39042,80,0x0010,66
3.636696000,10.0.0.2,10.0.0.1,39042,80,0x0011,66
3.636717000,10.0.0.1,10.0.0.2,80,39042,0x0010,66
3.665576000,10.0.0.2,10.0.0.1,39044,80,0x0002,74
3.665606000,10.0.0.1,10.0.0.2,80,39044,0x0012,74
3.665636000,10.0.0.2,10.0.0.1,39044,80,0x0010,66
3.667098000,10.0.0.2,10.0.0.1,39044,80,0x0018,138
3.667120000,10.0.0.1,10.0.0.2,80,39044,0x0010,66
3.670514000,10.0.0.1,10.0.0.2,80,39044,0x0018,223
3.670569000,10.0.0.2,10.0.0.1,39044,80,0x0010,66
3.670646000,10.0.0.1,10.0.0.2,80,39044,0x0018,1640
3.670658000,10.0.0.2,10.0.0.1,39044,80,0x0010,66
3.670715000,10.0.0.1,10.0.0.2,80,39044,0x0011,66
3.671619000,10.0.0.2,10.0.0.1,39044,80,0x0011,66
3.672148000,10.0.0.1,10.0.0.2,80,39044,0x0010,66
3.702084000,10.0.0.2,10.0.0.1,39052,80,0x0002,74
3.702111000,10.0.0.1,10.0.0.2,80,39052,0x0012,74
3.702138000,10.0.0.2,10.0.0.1,39052,80,0x0010,66
3.705054000,10.0.0.2,10.0.0.1,39052,80,0x0018,138
3.705091000,10.0.0.1,10.0.0.2,80,39052,0x0010,66
3.709171000,10.0.0.1,10.0.0.2,80,39052,0x0018,223
3.709232000,10.0.0.2,10.0.0.1,39052,80,0x0010,66
3.709691000,10.0.0.1,10.0.0.2,80,39052,0x0018,1640
3.709737000,10.0.0.2,10.0.0.1,39052,80,0x0010,66
3.711228000,10.0.0.2,10.0.0.1,39052,80,0x0011,66
3.714453000,10.0.0.1,10.0.0.2,80,39052,0x0011,66
3.714544000,10.0.0.2,10.0.0.1,39052,80,0x0010,66
3.741269000,10.0.0.2,10.0.0.1,39058,80,0x0002,74
3.741295000,10.0.0.1,10.0.0.2,80,39058,0x0012,74
3.741321000,10.0.0.2,10.0.0.1,39058,80,0x0010,66
3.744445000,10.0.0.2,10.0.0.1,39058,80,0x0018,138
3.744471000,10.0.0.1,10.0.0.2,80,39058,0x0010,66
3.746869000,10.0.0.1,10.0.0.2,80,39058,0x0018,223
3.746926000,10.0.0.2,10.0.0.1,39058,80,0x0010,66
3.747023000,10.0.0.1,10.0.0.2,80,39058,0x0018,1640
3.747038000,10.0.0.2,10.0.0.1,39058,80,0x0010,66
3.747424000,10.0.0.2,10.0.0.1,39058,80,0x0011,66
3.748776000,10.0.0.1,10.0.0.2,80,39058,0x0011,66
3.748836000,10.0.0.2,10.0.0.1,39058,80,0x0010,66
3.777520000,10.0.0.2,10.0.0.1,39060,80,0x0002,74
3.777550000,10.0.0.1,10.0.0.2,80,39060,0x0012,74
3.777577000,10.0.0.2,10.0.0.1,39060,80,0x0010,66
3.779495000,10.0.0.2,10.0.0.1,39060,80,0x0018,138
3.779520000,10.0.0.1,10.0.0.2,80,39060,0x0010,66
3.782948000,10.0.0.1,10.0.0.2,80,39060,0x0018,223
3.783004000,10.0.0.2,10.0.0.1,39060,80,0x0010,66
3.783047000,10.0.0.1,10.0.0.2,80,39060,0x0018,1640
3.783059000,10.0.0.2,10.0.0.1,39060,80,0x0010,66
3.783109000,10.0.0.1,10.0.0.2,80,39060,0x0011,66
3.783688000,10.0.0.2,10.0.0.1,39060,80,0x0011,66
3.783708000,10.0.0.1,10.0.0.2,80,39060,0x0010,66
3.814455000,10.0.0.2,10.0.0.1,39076,80,0x0002,74
3.814486000,10.0.0.1,10.0.0.2,80,39076,0x0012,74
3.814517000,10.0.0.2,10.0.0.1,39076,80,0x0010,66
3.817687000,10.0.0.2,10.0.0.1,39076,80,0x0018,138
3.817721000,10.0.0.1,10.0.0.2,80,39076,0x0010,66
3.819509000,10.0.0.1,10.0.0.2,80,39076,0x0018,223
3.819969000,10.0.0.2,10.0.0.1,39076,80,0x0010,66
3.820111000,10.0.0.1,10.0.0.2,80,39076,0x0018,1640
3.820135000,10.0.0.2,10.0.0.1,39076,80,0x0010,66
3.820903000,10.0.0.2,10.0.0.1,39076,80,0x0011,66
3.823409000,10.0.0.1,10.0.0.2,80,39076,0x0011,66
3.823463000,10.0.0.2,10.0.0.1,39076,80,0x0010,66
3.850240000,10.0.0.2,10.0.0.1,39080,80,0x0002,74
3.850275000,10.0.0.1,10.0.0.2,80,39080,0x0012,74
3.850308000,10.0.0.2,10.0.0.1,39080,80,0x0010,66
3.856724000,10.0.0.2,10.0.0.1,39080,80,0x0018,138
3.856756000,10.0.0.1,10.0.0.2,80,39080,0x0010,66
3.857873000,10.0.0.1,10.0.0.2,80,39080,0x0018,223
3.857921000,10.0.0.1,10.0.0.2,80,39080,0x0010,1514
3.857966000,10.0.0.1,10.0.0.2,80,39080,0x0019,192
3.858375000,10.0.0.2,10.0.0.1,39080,80,0x0010,66
3.858677000,10.0.0.2,10.0.0.1,39080,80,0x0011,66
3.858703000,10.0.0.1,10.0.0.2,80,39080,0x0010,66
3.893684000,10.0.0.2,10.0.0.1,39084,80,0x0002,74
3.893710000,10.0.0.1,10.0.0.2,80,39084,0x0012,74
3.893738000,10.0.0.2,10.0.0.1,39084,80,0x0010,66
3.895601000,10.0.0.2,10.0.0.1,39084,80,0x0018,138
3.895622000,10.0.0.1,10.0.0.2,80,39084,0x0010,66
3.899061000,10.0.0.1,10.0.0.2,80,39084,0x0018,223
3.899198000,10.0.0.2,10.0.0.1,39084,80,0x0010,66
3.899282000,10.0.0.1,10.0.0.2,80,39084,0x0018,1640
3.899298000,10.0.0.2,10.0.0.1,39084,80,0x0010,66
3.900749000,10.0.0.2,10.0.0.1,39084,80,0x0011,66
3.904724000,10.0.0.1,10.0.0.2,80,39084,0x0011,66
3.905490000,10.0.0.2,10.0.0.1,39084,80,0x0010,66
3.920998000,10.0.0.2,10.0.0.1,39088,80,0x0002,74
3.921036000,10.0.0.1,10.0.0.2,80,39088,0x0012,74
3.921071000,10.0.0.2,10.0.0.1,39088,80,0x0010,66
3.930693000,10.0.0.2,10.0.0.1,39088,80,0x0018,138
3.930722000,10.0.0.1,10.0.0.2,80,39088,0x0010,66
3.931700000,10.0.0.1,10.0.0.2,80,39088,0x0018,223
3.931759000,10.0.0.1,10.0.0.2,80,39088,0x0010,1514
3.931804000,10.0.0.1,10.0.0.2,80,39088,0x0019,192
3.932697000,10.0.0.2,10.0.0.1,39088,80,0x0010,66
3.933632000,10.0.0.2,10.0.0.1,39088,80,0x0011,66
3.933692000,10.0.0.1,10.0.0.2,80,39088,0x0010,66
3.953802000,10.0.0.2,10.0.0.1,39098,80,0x0002,74
3.953830000,10.0.0.1,10.0.0.2,80,39098,0x0012,74
3.953856000,10.0.0.2,10.0.0.1,39098,80,0x0010,66
3.964507000,10.0.0.2,10.0.0.1,39098,80,0x0018,138
3.964537000,10.0.0.1,10.0.0.2,80,39098,0x0010,66
3.966334000,10.0.0.1,10.0.0.2,80,39098,0x0018,223
3.966391000,10.0.0.2,10.0.0.1,39098,80,0x0010,66
3.966430000,10.0.0.1,10.0.0.2,80,39098,0x0018,1640
3.966442000,10.0.0.2,10.0.0.1,39098,80,0x0010,66
3.966485000,10.0.0.1,10.0.0.2,80,39098,0x0011,66
